id,CASEHDRDATA_APPSIGNDATEdiff,CASEHDRDATA_DATEISSUEDdiff,CASEHDRDATA_DATERECEIVEDdiff,CASEHDRDATA_EAPPDATARECEIVEDdiff,CASEHDRDATA_RATELOCKEFFECTIVEDATEdiff,CASEHDRDATA_TIMESTAMPdiff,FINANCIALGOALSDATA_TIMESTAMPdiff,issueDatediff,policyAge,policyValue,policyWithdrawals,receivedDatediff,shortId,class,siu.predictedDisposition,siu.score,siu.uc2e,siu.uc7e,siu.uc8e,surrenderCharges,modelType_Anniversary,modelType_Calendar Year End,modelType_Cost Basis Adjustment,modelType_Death Claim,modelType_Death Claim - 10YD,modelType_Death Claim - 5YD,modelType_Death Claim Disbursement,modelType_Free Look Cancel,modelType_Full Surrender,modelType_Partial Surrender,modelType_Pending Death Claim,modelType_Premium,modelType_Renewal Transaction,modelType_Spousal Continuation,modelType_Systematic Withdrawal,productType_RSL - Apollo,productType_RSL - Apollo 93 BV,productType_RSL - Apollo 93 MVA,productType_RSL - Argus MVA,productType_RSL - Deferral,productType_RSL - Elektra 5 6 7,productType_RSL - Eleos,productType_RSL - Eleos 96 MVA,productType_RSL - Keystone,productType_RSL - Reliance Guarantee,ownerType_Organization,ownerType_Person,template_NON-FINANCIAL,template_financial-transaction,template_non-financial-transaction,no_employees
d2628ae2-1a9e-492b-aeb7-b2d7cccec564,-42977,-42977,-42977,-42977,-42977,-42977,-42977,-42977,55.0,227848.35,0.0,-42977,2486536,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
d341e3c1-be32-4ead-8d42-0cf01b64bed2,-43263,-43263,-43263,-43263,-43263,-43263,-43263,-43263,65.0,231197.44,5957.13,-43263,2514933,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
d3471bc2-5034-45c6-a7dc-c06c120a5bb7,-43158,-43158,-43158,-43158,-43158,-43158,-43158,-43158,61.0,155344.12,17260.46,-43158,2486521,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
d3481739-cd42-4f6a-9aa8-b9442d439828,-43509,-43509,-43509,-43509,-43509,-43509,-43509,-43509,58.0,65568.39,7285.32,-43509,2432941,inconsistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
d4384aa1-bb43-4045-8e77-098b9116156c,-44425,-44425,-44425,-44425,-44425,-44425,-44425,-44425,62.0,33795.0,0.0,-44425,2587630,consistent,1,0.3333333333333333,0.5,0.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
d50b1c23-9aea-4ee3-a0bf-758f9de87104,-43282,-43282,-43282,-43282,-43282,-43282,-43282,-43282,79.0,0.0,0.0,-43282,2684869,consistent,1,0.3333333333333333,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
d59870ba-dd71-4267-b9d2-aefb441f4c60,-44110,-44110,-44110,-44110,-44110,-44110,-44110,-44110,59.0,66409.12,0.0,-44110,2213293,consistent,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
d67225ae-6c57-4643-92dd-e99ddadbb14e,-42960,-42960,-42960,-42960,-42960,-42960,-42960,-42960,79.0,0.0,0.0,-42960,2695993,consistent,1,0.3333333333333333,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
d6ba9e2d-3107-4f8a-8e00-d43fe1486b0a,-43219,-43219,-43219,-43219,-43219,-43219,-43219,-43219,65.0,136095.85,0.0,-43219,2267744,consistent,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
d743bd97-7059-404e-8f22-c8c11fd58542,-42960,-42960,-42960,-42960,-42960,-42960,-42960,-42960,75.0,212733.8,23635.36,-42960,2246230,consistent,1,0.3333333333333333,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
d80e89b4-06ac-4ef2-88c2-a6e0d4727074,-43443,-43443,-43443,-43443,-43443,-43443,-43443,-43443,83.0,17402.18,1933.58,-43443,2266643,consistent,1,0.3333333333333333,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
d8119a05-fef8-4cb7-913f-612a948b5037,-42854,-42854,-42854,-42854,-42854,-42854,-42854,-42854,62.0,16297.9,786.31,-42854,2463028,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2
d92e1788-048a-4f36-9c39-c3ff93731d29,-43659,-43659,-43659,-43659,-43659,-43659,-43659,-43659,64.0,317250.0,0.0,-43659,2501218,inconsistent,1,0.3333333333333333,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
d98937c3-e099-4467-8881-bdb6d6e8ba6f,-43690,-43690,-43690,-43690,-43690,-43690,-43690,-43690,63.0,42878.97,4764.33,-43690,2562193,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
d9e3c0b2-aefc-4891-858f-5e127cf118e6,-42854,-42854,-42854,-42854,-42854,-42854,-42854,-42854,71.0,0.0,0.0,-42854,2513115,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
dabc378e-1cdd-4acb-a990-00a2b6c8c8cb,-44097,-44097,-44097,-44097,-44097,-44097,-44097,-44097,79.0,94923.29,2000.0,-44097,2463102,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
dc244828-72d9-44ac-804d-a99287428ad8,-43659,-43659,-43659,-43659,-43659,-43659,-43659,-43659,79.0,68164.27,7573.81,-43659,2557766,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
dd2ddd80-f6b7-4e73-b68e-a7c2306ffffa,-42840,-42840,-42840,-42840,-42840,-42840,-42840,-42840,62.0,31590.53,3510.06,-42840,2525528,inconsistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
de5c971b-4ac3-4d51-b029-0b1bb8230196,-43877,-43877,-43877,-43877,-43877,-43877,-43877,-43877,60.0,152935.51,16992.84,-43877,2477837,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
dfc79ce7-fdfa-43ed-8967-9eb0e15f5616,-43537,-43537,-43537,-43537,-43537,-43537,-43537,-43537,70.0,20974.98,360.0,-43537,2632409,consistent,1,0.5,1.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2
e0a24feb-b0f4-4fa2-90f7-16665a09c69a,-42885,-42885,-42885,-42885,-42885,-42885,-42885,-42885,75.0,67147.63,0.0,-42885,2486539,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
e0baad4c-41cc-4803-a01d-dfa7a64db2d9,-42826,-42826,-42826,-42826,-42826,-42826,-42826,-42826,62.0,174049.42,726.05,-42826,2501427,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
e0c5939f-776b-4098-86b8-c916caf61505,-43422,-43422,-43422,-43422,-43422,-43422,-43422,-43422,71.0,0.0,0.0,-43422,2445988,consistent,1,0.3333333333333333,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
e1010e17-f7aa-4b69-8526-5799c0877e35,-43233,-43233,-43233,-43233,-43233,-43233,-43233,-43233,79.0,102553.66,11394.85,-43233,2524897,inconsistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
e104aaa4-81ca-4f53-841e-911120a26193,-43640,-43640,-43640,-43640,-43640,-43640,-43640,-43640,63.0,116456.78,0.0,-43640,2587589,consistent,1,0.3333333333333333,0.5,0.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
e3d277b5-a26d-40fb-b22f-0ecb10c6dc40,-43311,-43311,-43311,-43311,-43311,-43311,-43311,-43311,70.0,39058.55,3220.11,-43311,2446732,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
e480eb9f-6784-42c6-b89f-a5fc22ca96b9,-44033,-44033,-44033,-44033,-44033,-44033,-44033,-44033,66.0,0.0,0.0,-44033,2415189,consistent,1,0.5,1.0,0.0,0.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
e4bdb4aa-1496-4b68-8a61-a0cc0b4a847f,-44227,-44227,-44227,-44227,-44227,-44227,-44227,-44227,72.0,11260.77,0.0,-44227,2414099,consistent,1,0.16666666666666666,0.5,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
e5f5cd5a-d368-42c5-89dc-b51176c05d08,-44250,-44250,-44250,-44250,-44250,-44250,-44250,-44250,80.0,28935.37,0.0,-44250,2445245,consistent,1,0.16666666666666666,0.5,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
e71fbbc7-75ce-46c7-9b59-875f44338a37,-44369,-44369,-44369,-44369,-44369,-44369,-44369,-44369,72.0,54261.53,0.0,-44369,2538115,consistent,1,0.16666666666666666,0.5,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
e74cc9df-7492-4524-8a47-f4d5c7e19d6e,-43591,-43591,-43591,-43591,-43591,-43591,-43591,-43591,70.0,79359.09,8765.67,-43591,2259165,consistent,1,0.3333333333333333,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
e7da9462-c63c-43d0-ba3b-0aeee95fc90a,-44100,-44100,-44100,-44100,-44100,-44100,-44100,-44100,65.0,218341.73,0.0,-44100,2586185,consistent,1,0.3333333333333333,0.5,0.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
e85f0058-bc64-428a-8cf0-4adb4e67709f,-43114,-43114,-43114,-43114,-43114,-43114,-43114,-43114,69.0,517761.65,57529.07,-43114,2502890,consistent,1,0.5555555555555555,1.0,0.6666666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3
e88898aa-972b-4e3a-bd2a-de10d42b95a0,-42885,-42885,-42885,-42885,-42885,-42885,-42885,-42885,68.0,86347.01,9594.11,-42885,2537282,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
ead885b1-1b4f-4b64-8d0f-2c02c7a72c4c,-43393,-43393,-43393,-43393,-43393,-43393,-43393,-43393,78.0,238176.24,0.0,-43393,2524363,consistent,1,0.3333333333333333,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
eaecde79-3d36-49ef-8019-c69d4b3fca12,-43432,-43432,-43432,-43432,-43432,-43432,-43432,-43432,78.0,0.0,0.0,-43432,2642495,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
eb222660-407a-479b-8df6-b93eb2f21195,-44422,-44422,-44422,-44422,-44422,-44422,-44422,-44422,72.0,10691.84,0.0,-44422,2584794,consistent,1,0.1666666666666666,0.5,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
eb6c5064-e5aa-4f3e-8111-b769bcff264e,-42977,-42977,-42977,-42977,-42977,-42977,-42977,-42977,77.0,0.0,0.0,-42977,2168510,consistent,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
ec1c2845-160c-4ec3-ad1e-09d9db9d9c7b,-43401,-43401,-43401,-43401,-43401,-43401,-43401,-43401,60.0,51416.3,0.0,-43401,2430526,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
ecdd2390-3404-431d-b915-2f605a0362e7,-43495,-43495,-43495,-43495,-43495,-43495,-43495,-43495,80.0,0.0,0.0,-43495,2251214,consistent,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
ecf551e4-f803-4a56-8ca9-b575a91c6bae,-43631,-43631,-43631,-43631,-43631,-43631,-43631,-43631,73.0,0.0,0.0,-43631,2472086,consistent,1,0.5,1.0,0.0,0.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
edc196ce-a630-40e5-aa20-5f168f799f1e,-42917,-42917,-42917,-42917,-42917,-42917,-42917,-42917,68.0,274641.51,30515.72,-42917,2521908,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
ee9d0745-5778-4c8c-8464-aa85754739bb,-43008,-43008,-43008,-43008,-43008,-43008,-43008,-43008,70.0,44801.66,4943.06,-43008,2501384,consistent,1,0.3333333333333333,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
f0da096d-0d9a-4d97-b1c3-c678db7d9b99,-43486,-43486,-43486,-43486,-43486,-43486,-43486,-43486,73.0,79758.24,5000.0,-43486,2431093,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
f0faa296-0f23-4cbd-ba8c-0e28aee5951f,-43691,-43691,-43691,-43691,-43691,-43691,-43691,-43691,57.0,45958.55,5106.51,-43691,2484636,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
f347404d-3ac6-4144-96a2-70c12f98bd18,-43898,-43898,-43898,-43898,-43898,-43898,-43898,-43898,62.0,56203.06,0.0,-43898,2472133,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
f3de2dc5-3042-452a-b55c-72d8f58fb72f,-43264,-43264,-43264,-43264,-43264,-43264,-43264,-43264,68.0,93879.19,4000.0,-43264,2421664,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
f4c52586-5ab6-4d1c-baf3-c95f11cec353,-43372,-43372,-43372,-43372,-43372,-43372,-43372,-43372,73.0,157809.56,7166.66,-43372,2415198,inconsistent,1,0.5555555555555555,1.0,0.6666666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3
f7e1d6a0-bd12-4dbe-b60b-77bf99d1aef6,-43535,-43535,-43535,-43535,-43535,-43535,-43535,-43535,75.0,119856.36,0.0,-43535,2511459,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
f8be58ee-b627-4613-9ef0-f283837e8403,-43523,-43523,-43523,-43523,-43523,-43523,-43523,-43523,59.0,65224.66,7247.18,-43523,2247314,inconsistent,1,0.3333333333333333,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
f9070d63-df34-4f79-8b1b-c471fe6a9394,-43409,-43409,-43409,-43409,-43409,-43409,-43409,-43409,69.0,0.0,0.0,-43409,2255032,consistent,1,0.16666666666666666,0.0,0.0,0.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
f92c329c-9804-4b97-a3df-51174682a446,-43130,-43130,-43130,-43130,-43130,-43130,-43130,-43130,66.0,13947.15,1549.68,-43130,2410627,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
f92c8edd-da6a-41d1-9b6e-bc8f7d5cdea1,-44261,-44261,-44261,-44261,-44261,-44261,-44261,-44261,78.0,141285.31,0.0,-44261,2457922,consistent,1,0.16666666666666666,0.5,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
f9b76cdb-fa01-467e-80dc-2776de37d9d0,-43240,-43240,-43240,-43240,-43240,-43240,-43240,-43240,62.0,48837.9,5200.0,-43240,2389059,consistent,1,0.3333333333333333,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
fb0df681-4c11-4651-9c2b-acbfa7d7a040,-44436,-44436,-44436,-44436,-44436,-44436,-44436,-44436,84.0,78874.86,0.0,-44436,2595301,consistent,1,0.3333333333333333,0.5,0.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
fc7f89f6-ca0d-4412-8d13-8e5a02d01a4c,-43554,-43554,-43554,-43554,-43554,-43554,-43554,-43554,64.0,23976.64,12274.04,-43554,2557796,inconsistent,1,0.5,1.0,0.5,0.0,605.43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
fc91f966-c7d4-4d32-9895-3bdaff4200ad,-42991,-42991,-42991,-42991,-42991,-42991,-42991,-42991,60.0,0.0,42460.81,-42991,2640284,consistent,1,0.5,1.0,0.5,0.0,2292.88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
fd9d95ee-887c-4136-9f03-d283a6883068,-43284,-43284,-43284,-43284,-43284,-43284,-43284,-43284,68.0,0.0,0.0,-43284,2382267,consistent,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
fe7fbbe7-35ad-408f-8ca8-3c873fc8fbb8,-43169,-43169,-43169,-43169,-43169,-43169,-43169,-43169,69.0,23093.62,2565.96,-43169,2457855,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
021b842f-a41f-4fec-9e83-608fd644bc13,-44194,-44194,-44194,-44194,-44194,-44194,-44194,-44194,70.0,150000.0,0.0,-44194,2389247,consistent,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
025d3532-6ba4-4b3e-9ff0-c570e905afba,-42807,-42807,-42807,-42807,-42807,-42807,-42807,-42807,53.0,0.0,0.0,-42807,2533813,inconsistent,1,0.3333333333333333,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
02948163-8b94-49f7-95c9-ede5054d3b9a,-42885,-42885,-42885,-42885,-42885,-42885,-42885,-42885,81.0,0.0,0.0,-42885,2489735,consistent,1,0.3333333333333333,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
0364baa3-1fe0-496b-9496-1f804a5c5481,-44086,-44086,-44086,-44086,-44086,-44086,-44086,-44086,64.0,42917.84,7985.2,-44086,2549722,consistent,1,0.5,1.0,0.5,0.0,634.78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
04f5a1bc-eb90-4129-96e1-94bc4fda11a3,-43886,-43886,-43886,-43886,-43886,-43886,-43886,-43886,74.0,52880.59,0.0,-43886,2586907,consistent,1,0.3333333333333333,0.5,0.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
057429b2-0c2b-4251-bc03-5d0abeebbf67,-44025,-44025,-44025,-44025,-44025,-44025,-44025,-44025,80.0,51074.88,5600.0,-44025,2480895,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
05daa5b5-6a6c-4a0e-b5dc-7b1a27864765,-40408,-40408,-40408,-40408,-40408,-40408,-40408,-40408,63.0,92373.83,1601.77,-40408,2389123,consistent,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
076158c9-ea08-4504-9522-e796a8885afb,-44319,-44319,-44319,-44319,-44319,-44319,-44319,-44319,61.0,140786.63,0.0,-44319,2509363,consistent,1,0.16666666666666666,0.5,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
07a61711-1e30-4744-8d0b-a73b681218cc,-43373,-43373,-43373,-43373,-43373,-43373,-43373,-43373,81.0,89199.79,0.0,-43373,2423528,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
0854f026-237b-4eb7-b7a0-95ada84ab55c,-43190,-43190,-43190,-43190,-43190,-43190,-43190,-43190,69.0,99016.65,4038.13,-43190,2522009,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
08f5258c-39a1-4650-8da8-7849ec2400e3,-43144,-43144,-43144,-43144,-43144,-43144,-43144,-43144,64.0,46042.85,5106.84,-43144,2457803,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
0a2700a5-f28f-4f9e-b4a3-369d7b5c35db,-43121,-43121,-43121,-43121,-43121,-43121,-43121,-43121,60.0,87378.41,7100.0,-43121,2441263,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
0bd9591a-82ce-4ddc-9506-a04c20f60542,-43598,-43598,-43598,-43598,-43598,-43598,-43598,-43598,77.0,0.0,0.0,-43598,2673456,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
0d17663a-9a18-4628-ac5b-aa86761aac1f,-44088,-44088,-44088,-44088,-44088,-44088,-44088,-44088,74.0,92541.46,10000.0,-44088,2601925,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
0d6d5624-3f6a-45b9-86d5-3b2f1223c373,-43611,-43611,-43611,-43611,-43611,-43611,-43611,-43611,69.0,96038.82,3890.58,-43611,2404910,consistent,1,0.5,1.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
0dd84d2b-5a36-46a9-b98f-905fedc3391a,-43082,-43082,-43082,-43082,-43082,-43082,-43082,-43082,62.0,24116.36,2679.6,-43082,2388342,consistent,1,0.3333333333333333,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
0e03d217-2ef6-4375-a872-c460d9e9875d,-43950,-43950,-43950,-43950,-43950,-43950,-43950,-43950,60.0,53427.15,5800.0,-43950,2247249,consistent,1,0.3333333333333333,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
0e7908c0-564e-453d-92e5-4c11febcf6c5,-43403,-43403,-43403,-43403,-43403,-43403,-43403,-43403,69.0,236260.29,0.0,-43403,2389051,consistent,1,0.16666666666666666,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
