,id,type,referenceDocumentId,agentIds,employeeIds,batchId,applicationSignedState,shortId,policyId,status,receivedDate,signDate,modelType,productType,ownerType,moneySourceType,paperworkReceivedDate,electronicReceivedDate,issueDate,policyValue,policyAge,policyWithdrawals,surrenderCharges,suitabilityScore,role,ops,ops.uc1a,ops.uc2a,ops.uc6a,ops.uc7a,ops.uc8a,ops.uc5,ops.eligibleHypothesis,ops.score,ops.predictedDisposition,template
639,dc146769-eafe-4222-8976-4a54f929ca9b,transaction,transaction-dc146769-eafe-4222-8976-4a54f929ca9b,['BDB0011104'],"['WebServices', '470vrd']",226,,2652120,ATMIE21179,Pending,1900-01-01T00:00:00.0000000,,Issue,RSL - Eleos,Person,,,,2021-10-29T00:00:00.0000000,0.0,84.0,0.0,0.0,,ops,"{'uc1a': None, 'uc2a': None, 'uc6a': None, 'uc7a': None, 'uc8a': None, 'uc5': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",0.0,,,,0.0,,2/6,0.0,consistent,non-financial-transaction
640,dc1842c7-141b-4843-9239-399b8c323664,transaction,transaction-dc1842c7-141b-4843-9239-399b8c323664,['IND0006337'],"['470knx', '470fbd', 'WebServices']",226,,2644580,ATSIP00336,Completed,2021-10-31T00:00:00.0000000,,Partial Surrender,RSL - Eleos,Person,,,,2018-07-23T00:00:00.0000000,804108.09,83.0,63075.68,0.0,,ops,"{'uc1a': None, 'uc2a': None, 'uc6a': None, 'uc7a': None, 'uc8a': None, 'uc5': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",0.0,0.0,,1.0,0.0,,4/6,0.25,inconsistent,financial-transaction
641,dc317719-5b93-4299-856d-5b6ea6869f22,transaction,transaction-dc317719-5b93-4299-856d-5b6ea6869f22,['BDB0007289'],"['470wbm', 'WebServices']",226,,2652132,ATMIE21124,Completed,2021-11-02T00:00:00.0000000,,Issue,RSL - Eleos,Person,,,,2021-10-28T00:00:00.0000000,0.0,80.0,0.0,0.0,,ops,"{'uc1a': None, 'uc2a': None, 'uc6a': None, 'uc7a': None, 'uc8a': None, 'uc5': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",0.0,1.0,,0.0,0.0,,4/6,0.25,inconsistent,non-financial-transaction
642,dc3b88e5-acfa-49db-9599-4e393c164670,transaction,transaction-dc3b88e5-acfa-49db-9599-4e393c164670,['BDB0012332'],"['WebServices', '470grw']",226,,2645795,ATMIE21056,Pending,1900-01-01T00:00:00.0000000,,Issue,RSL - Eleos,Person,,,,2021-10-26T00:00:00.0000000,0.0,56.0,0.0,0.0,,ops,"{'uc1a': None, 'uc2a': None, 'uc6a': None, 'uc7a': None, 'uc8a': None, 'uc5': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",0.0,,,,0.0,,2/6,0.0,consistent,non-financial-transaction
643,dcb0f986-cdf3-44e3-a643-11759303db37,transaction,transaction-dcb0f986-cdf3-44e3-a643-11759303db37,['IND0012605'],"['470jax', 'WebServices']",226,,2645834,KXP0007579,Completed,2021-11-01T00:00:00.0000000,,Death Claim Disbursement,RSL - Keystone,Person,,,,2020-05-15T00:00:00.0000000,0.0,79.0,2406.85,0.0,,ops,"{'uc1a': None, 'uc2a': None, 'uc6a': None, 'uc7a': None, 'uc8a': None, 'uc5': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",0.0,,,0.0,0.0,,3/6,0.0,consistent,financial-transaction
644,dcc1f8b1-16a1-47b7-93dd-471497e7696f,transaction,transaction-dcc1f8b1-16a1-47b7-93dd-471497e7696f,['BDB9911094'],['470vrd'],226,,2654286,K5E0008681,Pending,1900-01-01T00:00:00.0000000,,Issue,RSL - Keystone,Person,,,,2021-11-15T00:00:00.0000000,,85.0,,,,ops,"{'uc1a': None, 'uc2a': None, 'uc6a': None, 'uc7a': None, 'uc8a': None, 'uc5': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",0.0,1.0,1.0,1.0,0.0,,5/6,0.6,inconsistent,non-financial-transaction
645,dcdcc5ef-599e-4016-b57d-fb1212c9de1c,transaction,transaction-dcdcc5ef-599e-4016-b57d-fb1212c9de1c,['BDB9902118'],"['WebServices', '470max']",226,,2652067,ATMGE03545,Pending,1900-01-01T00:00:00.0000000,,Issue,RSL - Eleos,Person,,,,2021-10-25T00:00:00.0000000,0.0,69.0,0.0,0.0,,ops,"{'uc1a': None, 'uc2a': None, 'uc6a': None, 'uc7a': None, 'uc8a': None, 'uc5': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",0.0,0.0,,0.0,0.0,,4/6,0.0,consistent,non-financial-transaction
646,dd0b9e9f-c1c3-47eb-ac4f-c91439b62176,transaction,transaction-dd0b9e9f-c1c3-47eb-ac4f-c91439b62176,['BDB0003576'],['470qda'],226,,2645828,ATMIE20959,Pending,1900-01-01T00:00:00.0000000,,Partial Surrender,RSL - Eleos,Person,,,,2021-10-21T00:00:00.0000000,,82.0,,,,ops,"{'uc1a': None, 'uc2a': None, 'uc6a': None, 'uc7a': None, 'uc8a': None, 'uc5': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",0.0,1.0,0.0,0.0,0.0,,5/6,0.2,inconsistent,financial-transaction
647,dd6c0eec-234c-401b-a586-e2f1ac438fcb,transaction,transaction-dd6c0eec-234c-401b-a586-e2f1ac438fcb,['BDB9918664'],"['WebServices', '725dpl']",226,,2644672,K7P0003536,Pending,1900-01-01T00:00:00.0000000,,Partial Surrender,RSL - Keystone,Person,,,,2018-09-04T00:00:00.0000000,106597.7,64.0,11844.19,0.0,,ops,"{'uc1a': None, 'uc2a': None, 'uc6a': None, 'uc7a': None, 'uc8a': None, 'uc5': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",0.0,1.0,0.0,0.0,0.0,,5/6,0.2,inconsistent,financial-transaction
648,de047976-556e-4103-9477-7beedc466218,transaction,transaction-de047976-556e-4103-9477-7beedc466218,['BDB9918441'],['725dpl'],226,,2645709,AAMGP00655,Pending,1900-01-01T00:00:00.0000000,,Full Surrender,RSL - Apollo,Person,,,,2018-03-26T00:00:00.0000000,,59.0,,,,ops,"{'uc1a': None, 'uc2a': None, 'uc6a': None, 'uc7a': None, 'uc8a': None, 'uc5': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",0.0,0.0,,0.0,0.0,,4/6,0.0,consistent,financial-transaction
