,id,type,referenceDocumentId,agentIds,employeeIds,batchId,applicationSignedState,shortId,policyId,status,receivedDate,signDate,modelType,productType,ownerType,moneySourceType,paperworkReceivedDate,electronicReceivedDate,issueDate,policyValue,policyAge,policyWithdrawals,surrenderCharges,suitabilityScore,role,siu,siu.uc2e,siu.uc7e,siu.uc8e,siu.eligibleHypothesis,siu.score,siu.predictedDisposition,template
26,ATMGE03590,application,application-ATMGE03590,['BDB0014297'],['WebServices'],226,PA,ATMGE03590,,Submitted,2021-11-03T00:00:00.0000000,2021-11-03T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-11-03T00:00:00.0000000,2021-11-03T00:00:00.0000000,200000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
27,ATMGE03591,application,application-ATMGE03591,['BDB0000185'],['WebServices'],226,PA,ATMGE03591,,Submitted,2021-10-28T00:00:00.0000000,2021-10-28T00:00:00.0000000,E-App,RSL - Eleos,Person,,1900-01-01T00:00:00.0000000,2021-10-28T00:00:00.0000000,2021-10-28T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
28,ATMGE03592,application,application-ATMGE03592,['BDB0016056'],['WebServices'],226,IN,ATMGE03592,,Submitted,2021-10-28T00:00:00.0000000,2021-10-28T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-28T00:00:00.0000000,2021-11-03T00:00:00.0000000,247084.45,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
29,ATMGE03593,application,application-ATMGE03593,['BDB0009051'],['WebServices'],226,PA,ATMGE03593,,Submitted,2021-10-26T00:00:00.0000000,2021-10-26T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-26T00:00:00.0000000,2021-11-03T00:00:00.0000000,10000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
30,ATMGE03594,application,application-ATMGE03594,['BDB9901147'],['WebServices'],226,PA,ATMGE03594,,Submitted,2021-11-02T00:00:00.0000000,2021-11-02T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-11-02T00:00:00.0000000,,50000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
31,ATMGE03595,application,application-ATMGE03595,['BDB0000185'],['WebServices'],226,PA,ATMGE03595,,Submitted,2021-10-29T00:00:00.0000000,2021-10-29T00:00:00.0000000,E-App,RSL - Eleos,Person,,1900-01-01T00:00:00.0000000,2021-10-29T00:00:00.0000000,2021-10-29T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
32,ATMGE03596,application,application-ATMGE03596,['BDB0013746'],['WebServices'],226,IN,ATMGE03596,,Submitted,2021-11-04T00:00:00.0000000,2021-11-04T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-11-04T00:00:00.0000000,2021-11-04T00:00:00.0000000,86200.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
33,ATMGE03597,application,application-ATMGE03597,['BDB9901451'],['WebServices'],226,PA,ATMGE03597,,Submitted,2021-11-02T00:00:00.0000000,2021-11-02T00:00:00.0000000,E-App,RSL - Eleos,Person,,,2021-11-02T00:00:00.0000000,,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
34,ATMGE03598,application,application-ATMGE03598,['BDB9906331'],['WebServices'],226,IN,ATMGE03598,,Submitted,2021-11-02T00:00:00.0000000,2021-11-02T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-11-02T00:00:00.0000000,2021-11-04T00:00:00.0000000,10000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
35,ATMGE03599,application,application-ATMGE03599,['BDB9917819'],['WebServices'],226,IN,ATMGE03599,,Submitted,2021-11-03T00:00:00.0000000,2021-11-03T00:00:00.0000000,E-App,RSL - Eleos,Person,,,2021-11-03T00:00:00.0000000,2021-11-03T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
36,ATMIE21112,application,application-ATMIE21112,['BDB0010953'],['WebServices'],226,SC,ATMIE21112,,Submitted,2021-10-26T00:00:00.0000000,2021-10-26T00:00:00.0000000,E-App,RSL - Eleos,Person,,,2021-10-26T00:00:00.0000000,2021-10-26T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
37,ATMIE21113,application,application-ATMIE21113,['BDB0010953'],['WebServices'],226,SC,ATMIE21113,,Submitted,2021-10-26T00:00:00.0000000,2021-10-26T00:00:00.0000000,E-App,RSL - Eleos,Person,,,2021-10-26T00:00:00.0000000,2021-10-26T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
38,ATMIE21114,application,application-ATMIE21114,['BDB9905441'],['WebServices'],226,CT,ATMIE21114,,Submitted,2021-10-27T00:00:00.0000000,2021-10-27T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-27T00:00:00.0000000,,137968.57,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
39,ATMIE21115,application,application-ATMIE21115,['BDB0002758'],['WebServices'],226,MA,ATMIE21115,,Submitted,2021-10-25T00:00:00.0000000,2021-10-25T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-25T00:00:00.0000000,2021-10-28T00:00:00.0000000,11500.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
40,ATMIE21116,application,application-ATMIE21116,['BDB0016310'],['WebServices'],226,CT,ATMIE21116,,Submitted,2021-10-27T00:00:00.0000000,2021-10-27T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-27T00:00:00.0000000,2021-10-28T00:00:00.0000000,30000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
41,ATMIE21117,application,application-ATMIE21117,['BDB0011111'],['WebServices'],226,CT,ATMIE21117,,Submitted,2021-10-27T00:00:00.0000000,2021-10-27T00:00:00.0000000,E-App,RSL - Eleos,Person,,1900-01-01T00:00:00.0000000,2021-10-27T00:00:00.0000000,,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
42,ATMIE21118,application,application-ATMIE21118,['BDB9901301'],['WebServices'],226,SC,ATMIE21118,,Submitted,2021-10-26T00:00:00.0000000,2021-10-26T00:00:00.0000000,E-App,RSL - Eleos,Organization,New Money,,2021-10-26T00:00:00.0000000,,200000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
43,ATMIE21119,application,application-ATMIE21119,['BDB9901105'],['WebServices'],226,GA,ATMIE21119,,Submitted,2021-10-27T00:00:00.0000000,2021-10-27T00:00:00.0000000,E-App,RSL - Eleos,Person,,1900-01-01T00:00:00.0000000,2021-10-27T00:00:00.0000000,,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
44,ATMIE21120,application,application-ATMIE21120,['BDB0002711'],['WebServices'],226,CA,ATMIE21120,,Submitted,2021-10-26T00:00:00.0000000,2021-10-26T00:00:00.0000000,E-App,RSL - Eleos,Person,,1900-01-01T00:00:00.0000000,2021-10-26T00:00:00.0000000,2021-10-26T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
45,ATMIE21121,application,application-ATMIE21121,['BDB9911086'],['WebServices'],226,CA,ATMIE21121,,Submitted,2021-10-22T00:00:00.0000000,2021-10-22T00:00:00.0000000,E-App,RSL - Eleos,Person,,,2021-10-22T00:00:00.0000000,2021-10-29T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
46,ATMIE21122,application,application-ATMIE21122,['BDB9909895'],['WebServices'],226,FL,ATMIE21122,,Submitted,2021-10-28T00:00:00.0000000,2021-10-28T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-28T00:00:00.0000000,2021-10-28T00:00:00.0000000,50000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
47,ATMIE21123,application,application-ATMIE21123,['BDB0012930'],['WebServices'],226,MA,ATMIE21123,,Submitted,2021-09-30T00:00:00.0000000,2021-09-30T00:00:00.0000000,E-App,RSL - Eleos,Person,Direct Transfer,,2021-09-30T00:00:00.0000000,2021-10-28T00:00:00.0000000,51232.55,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
48,ATMIE21124,application,application-ATMIE21124,['BDB0007289'],['WebServices'],226,AR,ATMIE21124,,Submitted,2021-10-26T00:00:00.0000000,2021-10-26T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-26T00:00:00.0000000,,100000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
49,ATMIE21125,application,application-ATMIE21125,['BDB0017655'],['WebServices'],226,FL,ATMIE21125,,Submitted,2021-10-28T00:00:00.0000000,2021-10-28T00:00:00.0000000,E-App,RSL - Eleos,Person,,,2021-10-28T00:00:00.0000000,,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
50,ATMIE21126,application,application-ATMIE21126,['BDB9915453'],['WebServices'],226,WI,ATMIE21126,,Submitted,2021-10-26T00:00:00.0000000,2021-10-26T00:00:00.0000000,E-App,RSL - Eleos,Person,,,2021-10-26T00:00:00.0000000,2021-10-26T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
51,ATMIE21127,application,application-ATMIE21127,['BDB0017673'],['WebServices'],226,IL,ATMIE21127,,Submitted,2021-10-22T00:00:00.0000000,2021-10-22T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-22T00:00:00.0000000,2021-10-28T00:00:00.0000000,85000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
52,ATMIE21128,application,application-ATMIE21128,['BDB9901878'],['WebServices'],226,CT,ATMIE21128,,Submitted,2021-10-25T00:00:00.0000000,2021-10-25T00:00:00.0000000,E-App,RSL - Eleos,Person,,1900-01-01T00:00:00.0000000,2021-10-25T00:00:00.0000000,,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
53,ATMIE21129,application,application-ATMIE21129,['BDB9901796'],['WebServices'],226,CO,ATMIE21129,,Submitted,2021-10-14T00:00:00.0000000,2021-10-14T00:00:00.0000000,E-App,RSL - Eleos,Person,,,2021-10-14T00:00:00.0000000,2021-10-14T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
54,ATMIE21130,application,application-ATMIE21130,['BDB9901286'],['WebServices'],226,WV,ATMIE21130,,Submitted,2021-10-21T00:00:00.0000000,2021-10-21T00:00:00.0000000,E-App,RSL - Eleos,Person,,,2021-10-21T00:00:00.0000000,2021-10-21T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
55,ATMIE21131,application,application-ATMIE21131,['BDB9901819'],['WebServices'],226,MA,ATMIE21131,,Submitted,2021-10-25T00:00:00.0000000,2021-10-25T00:00:00.0000000,E-App,RSL - Eleos,Person,,1900-01-01T00:00:00.0000000,2021-10-25T00:00:00.0000000,2021-10-25T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
56,ATMIE21132,application,application-ATMIE21132,['BDB9901237'],['WebServices'],226,AL,ATMIE21132,,Submitted,2021-10-27T00:00:00.0000000,2021-10-27T00:00:00.0000000,E-App,RSL - Eleos,Person,,1900-01-01T00:00:00.0000000,2021-10-27T00:00:00.0000000,2021-10-27T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
57,ATMIE21133,application,application-ATMIE21133,['BDB9901467'],['WebServices'],226,VA,ATMIE21133,,Submitted,2021-10-28T00:00:00.0000000,2021-10-28T00:00:00.0000000,E-App,RSL - Eleos,Person,,1900-01-01T00:00:00.0000000,2021-10-28T00:00:00.0000000,2021-10-28T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
58,ATMIE21134,application,application-ATMIE21134,['BDB0004012'],['WebServices'],226,NJ,ATMIE21134,,Submitted,2021-10-25T00:00:00.0000000,2021-10-25T00:00:00.0000000,E-App,RSL - Eleos,Person,,,2021-10-25T00:00:00.0000000,2021-10-25T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
59,ATMIE21135,application,application-ATMIE21135,['BDB9913151'],['WebServices'],226,NJ,ATMIE21135,,Submitted,2021-10-27T00:00:00.0000000,2021-10-27T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-27T00:00:00.0000000,2021-10-28T00:00:00.0000000,10000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
60,ATMIE21136,application,application-ATMIE21136,['BDB9902108'],['WebServices'],226,CT,ATMIE21136,,Submitted,2021-10-25T00:00:00.0000000,2021-10-25T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-25T00:00:00.0000000,,50000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
61,ATMIE21137,application,application-ATMIE21137,['BDB0016688'],['WebServices'],226,OH,ATMIE21137,,Submitted,2021-10-19T00:00:00.0000000,2021-10-19T00:00:00.0000000,E-App,RSL - Eleos,Person,,1900-01-01T00:00:00.0000000,2021-10-19T00:00:00.0000000,2021-10-19T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
62,ATMIE21138,application,application-ATMIE21138,['BDB9917852'],['WebServices'],226,TX,ATMIE21138,,Submitted,2021-10-27T00:00:00.0000000,2021-10-27T00:00:00.0000000,E-App,RSL - Eleos,Person,Direct Transfer,,2021-10-27T00:00:00.0000000,2021-10-28T00:00:00.0000000,714627.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
63,ATMIE21139,application,application-ATMIE21139,['BDB0008540'],['WebServices'],226,MN,ATMIE21139,,Submitted,2021-10-27T00:00:00.0000000,2021-10-27T00:00:00.0000000,E-App,RSL - Eleos,Person,Direct Transfer,,2021-10-27T00:00:00.0000000,2021-10-28T00:00:00.0000000,40000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
64,ATMIE21140,application,application-ATMIE21140,['BDB0010252'],['WebServices'],226,MA,ATMIE21140,,Submitted,2021-10-27T00:00:00.0000000,2021-10-27T00:00:00.0000000,E-App,RSL - Eleos,Person,Direct Transfer,,2021-10-27T00:00:00.0000000,2021-10-28T00:00:00.0000000,11611.22,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
65,ATMIE21141,application,application-ATMIE21141,['BDB9902029'],['WebServices'],226,NJ,ATMIE21141,,Submitted,2021-10-27T00:00:00.0000000,2021-10-27T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-27T00:00:00.0000000,2021-10-28T00:00:00.0000000,200000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
66,ATMIE21142,application,application-ATMIE21142,['BDB0004533'],['WebServices'],226,MA,ATMIE21142,,Submitted,2021-10-27T00:00:00.0000000,2021-10-27T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-27T00:00:00.0000000,2021-10-28T00:00:00.0000000,200000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
67,ATMIE21143,application,application-ATMIE21143,['IND0017614'],['WebServices'],226,WV,ATMIE21143,,Submitted,2021-10-28T00:00:00.0000000,2021-10-28T00:00:00.0000000,E-App Firelight,RSL - Eleos,Person,,,2021-10-28T00:00:00.0000000,2021-10-28T00:00:00.0000000,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
68,ATMIE21144,application,application-ATMIE21144,['BDB0017752'],['WebServices'],226,CT,ATMIE21144,,Submitted,2021-10-28T00:00:00.0000000,2021-10-28T00:00:00.0000000,E-App,RSL - Eleos,Person,,1900-01-01T00:00:00.0000000,2021-10-28T00:00:00.0000000,,,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
69,ATMIE21145,application,application-ATMIE21145,['BDB0007620'],['WebServices'],226,KY,ATMIE21145,,Submitted,2021-10-28T00:00:00.0000000,2021-10-28T00:00:00.0000000,E-App,RSL - Eleos,Person,Direct Transfer,,2021-10-28T00:00:00.0000000,2021-10-29T00:00:00.0000000,35945.78,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
70,ATMIE21146,application,application-ATMIE21146,['BDB0011729'],['WebServices'],226,KY,ATMIE21146,,Submitted,2021-10-26T00:00:00.0000000,2021-10-26T00:00:00.0000000,E-App,RSL - Eleos,Person,Direct Transfer,,2021-10-26T00:00:00.0000000,2021-10-29T00:00:00.0000000,200000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
71,ATMIE21147,application,application-ATMIE21147,['BDB9901817'],['WebServices'],226,RI,ATMIE21147,,Submitted,2021-10-26T00:00:00.0000000,2021-10-26T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-26T00:00:00.0000000,2021-10-29T00:00:00.0000000,30000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
72,ATMIE21148,application,application-ATMIE21148,['BDB9902108'],['WebServices'],226,CT,ATMIE21148,,Submitted,2021-10-25T00:00:00.0000000,2021-10-25T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-25T00:00:00.0000000,,50000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
73,ATMIE21149,application,application-ATMIE21149,['BDB0016310'],['WebServices'],226,CT,ATMIE21149,,Submitted,2021-10-21T00:00:00.0000000,2021-10-21T00:00:00.0000000,E-App,RSL - Eleos,Person,Direct Transfer,,2021-10-21T00:00:00.0000000,2021-10-29T00:00:00.0000000,60018.93,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
74,ATMIE21150,application,application-ATMIE21150,['BDB0012582'],['WebServices'],226,CT,ATMIE21150,,Submitted,2021-10-28T00:00:00.0000000,2021-10-28T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,,2021-10-28T00:00:00.0000000,2021-10-29T00:00:00.0000000,26000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
75,ATMIE21151,application,application-ATMIE21151,['BDB0005379'],['WebServices'],226,CT,ATMIE21151,,Submitted,2021-10-25T00:00:00.0000000,2021-10-25T00:00:00.0000000,E-App,RSL - Eleos,Person,New Money,1900-01-01T00:00:00.0000000,2021-10-25T00:00:00.0000000,2021-10-29T00:00:00.0000000,300000.0,,,,0.0,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,application
