,id,type,referenceDocumentId,agentIds,employeeIds,batchId,applicationSignedState,shortId,policyId,status,receivedDate,signDate,modelType,productType,ownerType,moneySourceType,paperworkReceivedDate,electronicReceivedDate,issueDate,policyValue,policyAge,policyWithdrawals,surrenderCharges,suitabilityScore,role,siu,siu.uc2e,siu.uc7e,siu.uc8e,siu.eligibleHypothesis,siu.score,siu.predictedDisposition,template
575,8bca5bcf-644a-4470-93e9-4c66f296b0ef,transaction,transaction-8bca5bcf-644a-4470-93e9-4c66f296b0ef,['BDB0004522'],"['470ckx', 'WebServices']",226,,2652116,ATMIE20874,Completed,2021-11-02T00:00:00.0000000,,Issue,RSL - Eleos,Person,,,,2021-11-02T00:00:00.0000000,0.0,70.0,0.0,0.0,,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,non-financial-transaction
576,8bf036fe-a6ed-4733-b696-4b35b5b6675f,transaction,transaction-8bf036fe-a6ed-4733-b696-4b35b5b6675f,['BDB0003245'],['470sce'],226,,2645781,KXP0008162,Pending,1900-01-01T00:00:00.0000000,,Issue,RSL - Keystone,Person,,,,2021-11-15T00:00:00.0000000,,54.0,,,,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",0.0,0.0,0.0,3/3,0.0,consistent,non-financial-transaction
577,8c256193-1f3e-406f-b1c7-77f2a34bb2e0,transaction,transaction-8c256193-1f3e-406f-b1c7-77f2a34bb2e0,,"['725dpl', 'WebServices']",226,,2654302,K700002484,Completed,2021-11-04T00:00:00.0000000,,Full Surrender,RSL - Keystone,,,,,2014-10-15T00:00:00.0000000,0.0,57.0,37357.21,0.0,,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.5,0.0,3/3,0.5,inconsistent,financial-transaction
578,8c320db9-4977-44fa-bd01-5297796533f6,transaction,transaction-8c320db9-4977-44fa-bd01-5297796533f6,['BDB0004533'],"['WebServices', '470FJX']",226,,2654303,ATMIE21142,Pending,1900-01-01T00:00:00.0000000,,Issue,RSL - Eleos,Person,,,,2021-10-28T00:00:00.0000000,0.0,73.0,0.0,0.0,,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",0.5,0.0,0.0,3/3,0.1666666666666666,inconsistent,non-financial-transaction
579,8c52b104-88ea-40b1-b9e7-da7be3331b4c,transaction,transaction-8c52b104-88ea-40b1-b9e7-da7be3331b4c,,"['WebServices', '470knx']",226,,2643780,ATMI001847,Pending,1900-01-01T00:00:00.0000000,,Partial Surrender,RSL - Eleos 96 MVA,,,,,2005-05-31T00:00:00.0000000,66304.38,72.0,35000.0,0.0,,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.5,0.0,3/3,0.5,inconsistent,financial-transaction
580,8c90e331-e3f0-4cb6-b725-b66c8d433e2d,transaction,transaction-8c90e331-e3f0-4cb6-b725-b66c8d433e2d,,"['WebServices', '725dpl']",226,,2645713,ATMG008560,Pending,1900-01-01T00:00:00.0000000,,Partial Surrender,RSL - Eleos,,,,,2014-02-14T00:00:00.0000000,40948.66,63.0,40000.0,0.0,,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.5,0.0,3/3,0.5,inconsistent,financial-transaction
581,8ccab5a2-8947-4e2d-a684-0e23cfb33178,transaction,transaction-8ccab5a2-8947-4e2d-a684-0e23cfb33178,"['BDB0008704', 'BDB0008798']","['470tas', 'WebServices']",226,,2644728,ATSIP01044,Completed,2021-10-31T00:00:00.0000000,,Issue,RSL - Eleos,Person,,,,2021-10-27T00:00:00.0000000,0.0,69.0,0.0,0.0,,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.0,0.0,3/3,0.3333333333333333,inconsistent,non-financial-transaction
582,8ccd19f7-b8d8-455a-bfc7-05ae037641ba,transaction,transaction-8ccd19f7-b8d8-455a-bfc7-05ae037641ba,['BDB9901062'],"['WebServices', '470grw']",226,,2645832,ATSIE00532,Pending,1900-01-01T00:00:00.0000000,,Issue,RSL - Eleos,Person,,,,2021-10-26T00:00:00.0000000,0.0,85.0,0.0,0.0,,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",0.5,0.0,0.0,3/3,0.1666666666666666,inconsistent,non-financial-transaction
583,8cf60faa-d4b0-4a9a-b21a-ca4a77628f89,transaction,transaction-8cf60faa-d4b0-4a9a-b21a-ca4a77628f89,['BDB9906417'],"['WebServices', '470tbf']",226,,2652145,K7E0002244,Pending,1900-01-01T00:00:00.0000000,,Partial Surrender,RSL - Keystone,Person,,,,2018-08-15T00:00:00.0000000,214485.19,48.0,10000.0,0.0,,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.5,0.0,3/3,0.5,inconsistent,financial-transaction
584,8d0803ca-184b-4fc0-bc38-03e087997c51,transaction,transaction-8d0803ca-184b-4fc0-bc38-03e087997c51,['BDB0003710'],"['WebServices', '470fbd']",226,,2653476,K5E0003678,Pending,1900-01-01T00:00:00.0000000,,Partial Surrender,RSL - Keystone,Person,,,,2018-11-15T00:00:00.0000000,19018.01,73.0,2000.0,0.0,,siu,"{'uc2e': None, 'uc7e': None, 'uc8e': None, 'score': None, 'predictedDisposition': None, 'eligibleHypothesis': None, 'actualDisposition': None, 'state': 'unassigned'}",1.0,0.5,0.0,3/3,0.5,inconsistent,financial-transaction
